KBID	Title	AlternateTitle	PackageName	URL	ProxiedURL	Publisher	Edition	Author	Editor	Illustrator	PrintISSN	OnlineISSN	PrintISBN	OnlineISBN	DOI	PeerReviewed	ManagedCoverageBegin	ManagedCoverageEnd	CustomCoverageBegin	CustomCoverageEnd	CoverageStatement	Embargo	CustomEmbargo	Description	Subject	ResourceType	PackageContentType	CreateCustom	HideOnPublicationFinder	Delete	OrderedThroughEBSCO	IsCustom	UserDefinedField1	UserDefinedField2	UserDefinedField3	UserDefinedField4	UserDefinedField5	PackageType	AllowEbscoToAddNewTitles	
345467	Cyclodextrins in Chromatography	Cyclodextrins in Chromatography	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847550675	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847550675	Royal Society of Chemistry		Tibor Cserháti|Esther Forgacs					978-0-85404-540-2	978-1-84755-067-5		N	2003-01-01	2003-12-31							Science|SCIENCE / Chemistry / General|SCIENCE / Physics / Crystallography|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
345468	d- and f-Block Chemistry	d and f Block Chemistry|d- and f-Block Chemistry	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847550682	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847550682	Royal Society of Chemistry		Phillips, David|Davies, A. G.|Jones, Chris J.					978-0-85404-637-9	978-1-84755-068-2		N	2001-01-01	2001-12-31								Book	EBook	N	N	N	N	N						Complete	Y	
345469	Dendrimers in Medicine and Biotechnology: New Molecular Tools	Dendrimers in Medicine and Biotechnology|Dendrimers in Medicine and Biotechnology: New Molecular Tools	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	https://dx.doi.org/10.1039/9781847552679	http://proxy.unice.fr/login?url=https://dx.doi.org/10.1039/9781847552679	Royal Society of Chemistry		P M H Heegaard|J B Christensen|U Boas					978-0-85404-852-6	978-1-84755-267-9		N	2006-01-01	2006-12-31							Chemistry|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Organic|SCIENCE / Life Sciences / Biochemistry	Book	EBook	N	N	N	N	N						Complete	Y	
345470	Development of a New Material: Monolithic Ti₄O₇ Ebonex® Ceramic	Development of a New Material|Development of a new material : monolithic Ti₄O₇ ebonex ceramic|Development of a New Material: Monolithic Ti₄O₇ Ebonex® Ceramic	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847550699	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847550699	Royal Society of Chemistry		P C S Hayfield					978-0-85404-984-4	978-1-84755-069-9		N	2001-01-01	2001-12-31							Engineering|SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Materials Science / General	Book	EBook	N	N	N	N	N						Complete	Y	
345473	Dictionary of Substances and their Effects (DOSE): D (Volume 3)	Dictionary of Substances and their Effects (DOSE): D (Volume 3)|Dictionary of Substances and their Effects DOSE 3 2	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847559357	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847559357	Royal Society of Chemistry		S D Gangolli					978-0-85404-818-2|978-0-85404-823-6	978-1-84755-755-1|978-1-84755-935-7		N	1999-01-01	1999-12-31							SCIENCE / Chemistry / General|Toxicology	Book	EBook	N	N	N	N	N						Complete	Y	
345474	Dictionary of Substances and their Effects (DOSE): E-J (Volume 4)	Dictionary of Substances and their Effects (DOSE): E-J (Volume 4)|Dictionary of Substances and their Effects DOSE 4 2	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557551	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557551	Royal Society of Chemistry		Gangolli					978-0-85404-823-6	978-1-84755-755-1		N	1999-01-01	1999-12-31								Book	EBook	N	N	N	N	N						Complete	Y	
345475	Dictionary of Substances and their Effects (DOSE): K-N	Dictionary of Substances and their Effects (DOSE): K-N|Dictionary of Substances and their Effects DOSE 5 2	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847559340	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847559340	Royal Society of Chemistry		S D Gangolli					978-0-85404-828-1	978-1-84755-934-0		N	1999-01-01	1999-12-31							SCIENCE / Chemistry / General|Toxicology	Book	EBook	N	N	N	N	N						Complete	Y	
345476	Dictionary of Substances and their Effects (DOSE): O-S	Dictionary of Substances and their Effects (DOSE): O-S|Dictionary of Substances and their Effects DOSE 6 2	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847559371	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847559371	Royal Society of Chemistry		S D Gangolli					978-0-85404-833-5	978-1-84755-937-1		N	1999-01-01	1999-12-31							SCIENCE / Chemistry / General|Toxicology	Book	EBook	N	N	N	N	N						Complete	Y	
345477	Dictionary of Substances and their Effects (DOSE): T-Z and Index	Dictionary of Substances and their Effects (DOSE): T-Z and Index|Dictionary of Substances and their Effects DOSE 7 2	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847559364	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847559364	Royal Society of Chemistry		S D Gangolli					978-0-85404-838-0	978-1-84755-936-4		N	1999-01-01	1999-12-31							SCIENCE / Chemistry / General|Toxicology	Book	EBook	N	N	N	N	N						Complete	Y	
345478	Dielectric and Related Molecular Processes: Volume 1	Dielectric and Related Molecular Processes Volume 1|Dielectric and Related Molecular Processes: Volume 1	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847555878	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847555878	Royal Society of Chemistry		Mansel Davies					978-0-85186-505-8	978-1-84755-587-8		N	1972-01-01	1972-12-31							Electricity & Magnetism|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Physical & Theoretical	Book	EBook	N	N	N	N	N						Complete	Y	
345479	Dielectric and Related Molecular Processes: Volume 2	Dielectric and Related Molecular Processes Volume 2|Dielectric and Related Molecular Processes: Volume 2	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847555885	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847555885	Royal Society of Chemistry		Mansel Davies					978-0-85186-515-7	978-1-84755-588-5		N	1975-01-01	1975-12-31							Electricity & Magnetism|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Physical & Theoretical	Book	EBook	N	N	N	N	N						Complete	Y	
345480	Dielectric and Related Molecular Processes: Volume 3	Dielectric and Related Molecular Processes Volume 3|Dielectric and Related Molecular Processes: Volume 3	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847555908	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847555908	Royal Society of Chemistry		Mansel Davies					978-0-85186-525-6	978-1-84755-590-8		N	1977-01-01	1977-12-31							Electricity & Magnetism|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Physical & Theoretical	Book	EBook	N	N	N	N	N						Complete	Y	
345482	Electrochemical Detection in HPLC: Analysis of Drugs and Poisons (Analysis of Drugs and Poisons)	Electrochemical Detection in HPLC|Electrochemical Detection in HPLC: Analysis of Drugs and Poisons (Analysis of Drugs and Poisons)	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847550729	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847550729	Royal Society of Chemistry		David Perrett|Robert J Flanagan|Robin Whelpton					978-0-85404-532-7	978-1-61583-347-4|978-1-84755-072-9		N	2005-01-01	2005-12-31							Science|SCIENCE / Chemistry / Analytic	Book	EBook	N	N	N	N	N						Complete	Y	
345483	Electrochemistry: A Review of the Literature Published 1968 and 1969	Electrochemistry Volume 1|Electrochemistry: A Review of the Literature Published 1968 and 1969	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557216	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557216	Royal Society of Chemistry		G J Hills					978-0-85186-007-7	978-1-84755-721-6		N	1970-01-01	1970-12-31							Physical Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / General|SCIENCE / Physics / Electromagnetism	Book	EBook	N	N	N	N	N						Complete	Y	
345484	Electrochemistry: Volume 10	Electrochemistry Volume 10|Electrochemistry: Volume 10	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847559951	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847559951	Royal Society of Chemistry		Derek Pletcher					978-0-85186-087-9	978-1-84755-995-1		N	1985-01-01	1985-12-31							Physical Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / General|SCIENCE / Physics / Electromagnetism	Book	EBook	N	N	N	N	N						Complete	Y	
345485	Electrochemistry: Volume 2	Electrochemistry Volume 2|Electrochemistry: Volume 2	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557223	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557223	Royal Society of Chemistry		G J Hills					978-0-85186-017-6	978-1-84755-722-3		N	1972-01-01	1972-12-31							REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / General|SCIENCE / Physics / Electromagnetism	Book	EBook	N	N	N	N	N						Complete	Y	
345486	Electrochemistry: Volume 3	Electrochemistry Volume 3|Electrochemistry: Volume 3	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557230	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557230	Royal Society of Chemistry		G J Hills					978-0-85186-027-5	978-1-84755-723-0		N	1973-01-01	1973-12-31							Physical Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / General|SCIENCE / Physics / Electromagnetism	Book	EBook	N	N	N	N	N						Complete	Y	
345487	Electrochemistry: Volume 4	Electrochemistry Volume 4|Electrochemistry: Volume 4	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557247	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557247	Royal Society of Chemistry		H R Thirsk					978-0-85186-037-4	978-1-84755-724-7		N	1974-01-01	1974-12-31							REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / General|SCIENCE / Physics / Electromagnetism	Book	EBook	N	N	N	N	N						Complete	Y	
345488	Electrochemistry: Volume 5	Electrochemistry Volume 5|Electrochemistry: Volume 5	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847557186	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847557186	Royal Society of Chemistry		H R Thirsk					978-0-85186-047-3	978-1-84755-718-6		N	1975-01-01	1975-12-31							REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / General|SCIENCE / Physics / Electromagnetism	Book	EBook	N	N	N	N	N						Complete	Y	
